INSERT INTO memory_table (user_id, username, age)
VALUES
 ('00000', 'st0', '1'),
 ('10840', 'st10840', '41'),
 ('10841', 'st10841', '42'),
 ('10842', 'st10842', '43'),
 ('10843', 'st10843', '44'),
 ('10844', 'st10844', '45'),
 ('10845', 'st10845', '46'),
 ('10846', 'st10846', '47'),
 ('10847', 'st10847', '48'),
 ('10848', 'st10848', '49'),
 ('10849', 'st10849', '50'),
 ('10850', 'st10850', '51'),
 ('10851', 'st10851', '52'),
 ('10852', 'st10852', '53'),
 ('10853', 'st10853', '54'),
 ('10854', 'st10854', '55'),
 ('10855', 'st10855', '56'),
 ('10856', 'st10856', '57'),
 ('10857', 'st10857', '58'),
 ('10858', 'st10858', '59'),
 ('10859', 'st10859', '60'),
 ('10860', 'st10860', '61'),
 ('10861', 'st10861', '62'),
 ('10862', 'st10862', '63'),
 ('10863', 'st10863', '64'),
 ('10864', 'st10864', '65'),
 ('10865', 'st10865', '66'),
 ('10866', 'st10866', '67'),
 ('10867', 'st10867', '68'),
 ('10868', 'st10868', '69'),
 ('10869', 'st10869', '70'),
 ('10870', 'st10870', '71'),
 ('10871', 'st10871', '72'),
 ('10872', 'st10872', '73'),
 ('10873', 'st10873', '74'),
 ('10874', 'st10874', '75'),
 ('10875', 'st10875', '76'),
 ('10876', 'st10876', '77'),
 ('10877', 'st10877', '78'),
 ('10878', 'st10878', '79'),
 ('10879', 'st10879', '80'),
 ('10880', 'st10880', '81'),
 ('10881', 'st10881', '82'),
 ('10882', 'st10882', '83'),
 ('10883', 'st10883', '84'),
 ('10884', 'st10884', '85'),
 ('10885', 'st10885', '86'),
 ('10886', 'st10886', '87'),
 ('10887', 'st10887', '88'),
 ('10888', 'st10888', '89'),
 ('10889', 'st10889', '90'),
 ('10890', 'st10890', '91'),
 ('10891', 'st10891', '92'),
 ('10892', 'st10892', '93'),
 ('10893', 'st10893', '94'),
 ('10894', 'st10894', '95'),
 ('10895', 'st10895', '96'),
 ('10896', 'st10896', '97'),
 ('10897', 'st10897', '98'),
 ('10898', 'st10898', '99'),
 ('10899', 'st10899', '100'),
 ('10900', 'st10900', '1'),
 ('10901', 'st10901', '2'),
 ('10902', 'st10902', '3'),
 ('10903', 'st10903', '4'),
 ('10904', 'st10904', '5'),
 ('10905', 'st10905', '6'),
 ('10906', 'st10906', '7'),
 ('10907', 'st10907', '8'),
 ('10908', 'st10908', '9'),
 ('10909', 'st10909', '10'),
 ('10910', 'st10910', '11'),
 ('10911', 'st10911', '12'),
 ('10912', 'st10912', '13'),
 ('10913', 'st10913', '14'),
 ('10914', 'st10914', '15'),
 ('10915', 'st10915', '16'),
 ('10916', 'st10916', '17'),
 ('10917', 'st10917', '18'),
 ('10918', 'st10918', '19'),
 ('10919', 'st10919', '20'),
 ('10920', 'st10920', '21'),
 ('10921', 'st10921', '22'),
 ('10922', 'st10922', '23'),
 ('10923', 'st10923', '24'),
 ('10924', 'st10924', '25'),
 ('10925', 'st10925', '26'),
 ('10926', 'st10926', '27'),
 ('10927', 'st10927', '28'),
 ('10928', 'st10928', '29'),
 ('10929', 'st10929', '30'),
 ('10930', 'st10930', '31'),
 ('10931', 'st10931', '32'),
 ('10932', 'st10932', '33'),
 ('10933', 'st10933', '34'),
 ('10934', 'st10934', '35'),
 ('10935', 'st10935', '36'),
 ('10936', 'st10936', '37'),
 ('10937', 'st10937', '38'),
 ('10938', 'st10938', '39'),
 ('10939', 'st10939', '40'),
 ('10940', 'st10940', '41'),
 ('10941', 'st10941', '42'),
 ('10942', 'st10942', '43'),
 ('10943', 'st10943', '44'),
 ('10944', 'st10944', '45'),
 ('10945', 'st10945', '46'),
 ('10946', 'st10946', '47'),
 ('10947', 'st10947', '48'),
 ('10948', 'st10948', '49'),
 ('10949', 'st10949', '50'),
 ('10950', 'st10950', '51'),
 ('10951', 'st10951', '52'),
 ('10952', 'st10952', '53'),
 ('10953', 'st10953', '54'),
 ('10954', 'st10954', '55'),
 ('10955', 'st10955', '56'),
 ('10956', 'st10956', '57'),
 ('10957', 'st10957', '58'),
 ('10958', 'st10958', '59'),
 ('10959', 'st10959', '60'),
 ('10960', 'st10960', '61'),
 ('10961', 'st10961', '62'),
 ('10962', 'st10962', '63'),
 ('10963', 'st10963', '64'),
 ('10964', 'st10964', '65'),
 ('10965', 'st10965', '66'),
 ('10966', 'st10966', '67'),
 ('10967', 'st10967', '68'),
 ('10968', 'st10968', '69'),
 ('10969', 'st10969', '70'),
 ('10970', 'st10970', '71'),
 ('10971', 'st10971', '72'),
 ('10972', 'st10972', '73'),
 ('10973', 'st10973', '74'),
 ('10974', 'st10974', '75'),
 ('10975', 'st10975', '76'),
 ('10976', 'st10976', '77'),
 ('10977', 'st10977', '78'),
 ('10978', 'st10978', '79'),
 ('10979', 'st10979', '80'),
 ('10980', 'st10980', '81'),
 ('10981', 'st10981', '82'),
 ('10982', 'st10982', '83'),
 ('10983', 'st10983', '84'),
 ('10984', 'st10984', '85'),
 ('10985', 'st10985', '86'),
 ('10986', 'st10986', '87'),
 ('10987', 'st10987', '88'),
 ('10988', 'st10988', '89'),
 ('10989', 'st10989', '90'),
 ('10990', 'st10990', '91'),
 ('10991', 'st10991', '92'),
 ('10992', 'st10992', '93'),
 ('10993', 'st10993', '94'),
 ('10994', 'st10994', '95'),
 ('10995', 'st10995', '96'),
 ('10996', 'st10996', '97'),
 ('10997', 'st10997', '98'),
 ('10998', 'st10998', '99'),
 ('10999', 'st10999', '100'),
 ('11000', 'st11000', '1'),
 ('11001', 'st11001', '2'),
 ('11002', 'st11002', '3'),
 ('11003', 'st11003', '4'),
 ('11004', 'st11004', '5'),
 ('11005', 'st11005', '6'),
 ('11006', 'st11006', '7'),
 ('11007', 'st11007', '8'),
 ('11008', 'st11008', '9'),
 ('11009', 'st11009', '10'),
 ('11010', 'st11010', '11'),
 ('11011', 'st11011', '12'),
 ('11012', 'st11012', '13'),
 ('11013', 'st11013', '14'),
 ('11014', 'st11014', '15'),
 ('11015', 'st11015', '16'),
 ('11016', 'st11016', '17'),
 ('11017', 'st11017', '18'),
 ('11018', 'st11018', '19'),
 ('11019', 'st11019', '20'),
 ('11020', 'st11020', '21'),
 ('11021', 'st11021', '22'),
 ('11022', 'st11022', '23'),
 ('11023', 'st11023', '24'),
 ('11024', 'st11024', '25'),
 ('11025', 'st11025', '26'),
 ('11026', 'st11026', '27'),
 ('11027', 'st11027', '28'),
 ('11028', 'st11028', '29'),
 ('11029', 'st11029', '30'),
 ('11030', 'st11030', '31'),
 ('11031', 'st11031', '32'),
 ('11032', 'st11032', '33'),
 ('11033', 'st11033', '34'),
 ('11034', 'st11034', '35'),
 ('11035', 'st11035', '36'),
 ('11036', 'st11036', '37'),
 ('11037', 'st11037', '38'),
 ('11038', 'st11038', '39'),
 ('11039', 'st11039', '40'),
 ('11040', 'st11040', '41'),
 ('11041', 'st11041', '42'),
 ('11042', 'st11042', '43'),
 ('11043', 'st11043', '44'),
 ('11044', 'st11044', '45'),
 ('11045', 'st11045', '46'),
 ('11046', 'st11046', '47'),
 ('11047', 'st11047', '48'),
 ('11048', 'st11048', '49'),
 ('11049', 'st11049', '50'),
 ('11050', 'st11050', '51'),
 ('11051', 'st11051', '52'),
 ('11052', 'st11052', '53'),
 ('11053', 'st11053', '54'),
 ('11054', 'st11054', '55'),
 ('11055', 'st11055', '56'),
 ('11056', 'st11056', '57'),
 ('11057', 'st11057', '58'),
 ('11058', 'st11058', '59'),
 ('11059', 'st11059', '60'),
 ('11060', 'st11060', '61'),
 ('11061', 'st11061', '62'),
 ('11062', 'st11062', '63'),
 ('11063', 'st11063', '64'),
 ('11064', 'st11064', '65'),
 ('11065', 'st11065', '66'),
 ('11066', 'st11066', '67'),
 ('11067', 'st11067', '68'),
 ('11068', 'st11068', '69'),
 ('11069', 'st11069', '70'),
 ('11070', 'st11070', '71'),
 ('11071', 'st11071', '72'),
 ('11072', 'st11072', '73'),
 ('11073', 'st11073', '74'),
 ('11074', 'st11074', '75'),
 ('11075', 'st11075', '76'),
 ('11076', 'st11076', '77'),
 ('11077', 'st11077', '78'),
 ('11078', 'st11078', '79'),
 ('11079', 'st11079', '80'),
 ('11080', 'st11080', '81'),
 ('11081', 'st11081', '82'),
 ('11082', 'st11082', '83'),
 ('11083', 'st11083', '84'),
 ('11084', 'st11084', '85'),
 ('11085', 'st11085', '86'),
 ('11086', 'st11086', '87'),
 ('11087', 'st11087', '88'),
 ('11088', 'st11088', '89'),
 ('11089', 'st11089', '90'),
 ('11090', 'st11090', '91'),
 ('11091', 'st11091', '92'),
 ('11092', 'st11092', '93'),
 ('11093', 'st11093', '94'),
 ('11094', 'st11094', '95'),
 ('11095', 'st11095', '96'),
 ('11096', 'st11096', '97'),
 ('11097', 'st11097', '98'),
 ('11098', 'st11098', '99'),
 ('11099', 'st11099', '100'),
 ('11100', 'st11100', '1'),
 ('11101', 'st11101', '2'),
 ('11102', 'st11102', '3'),
 ('11103', 'st11103', '4'),
 ('11104', 'st11104', '5'),
 ('11105', 'st11105', '6'),
 ('11106', 'st11106', '7'),
 ('11107', 'st11107', '8'),
 ('11108', 'st11108', '9'),
 ('11109', 'st11109', '10'),
 ('11110', 'st11110', '11'),
 ('11111', 'st11111', '12'),
 ('11112', 'st11112', '13'),
 ('11113', 'st11113', '14'),
 ('11114', 'st11114', '15'),
 ('11115', 'st11115', '16'),
 ('11116', 'st11116', '17'),
 ('11117', 'st11117', '18'),
 ('11118', 'st11118', '19'),
 ('11119', 'st11119', '20'),
 ('11120', 'st11120', '21'),
 ('11121', 'st11121', '22'),
 ('11122', 'st11122', '23'),
 ('11123', 'st11123', '24'),
 ('11124', 'st11124', '25'),
 ('11125', 'st11125', '26'),
 ('11126', 'st11126', '27'),
 ('11127', 'st11127', '28'),
 ('11128', 'st11128', '29'),
 ('11129', 'st11129', '30'),
 ('11130', 'st11130', '31'),
 ('11131', 'st11131', '32'),
 ('11132', 'st11132', '33'),
 ('11133', 'st11133', '34'),
 ('11134', 'st11134', '35'),
 ('11135', 'st11135', '36'),
 ('11136', 'st11136', '37'),
 ('11137', 'st11137', '38'),
 ('11138', 'st11138', '39'),
 ('11139', 'st11139', '40'),
 ('11140', 'st11140', '41'),
 ('11141', 'st11141', '42'),
 ('11142', 'st11142', '43'),
 ('11143', 'st11143', '44'),
 ('11144', 'st11144', '45'),
 ('11145', 'st11145', '46'),
 ('11146', 'st11146', '47'),
 ('11147', 'st11147', '48'),
 ('11148', 'st11148', '49'),
 ('11149', 'st11149', '50'),
 ('11150', 'st11150', '51'),
 ('11151', 'st11151', '52'),
 ('11152', 'st11152', '53'),
 ('11153', 'st11153', '54'),
 ('11154', 'st11154', '55'),
 ('11155', 'st11155', '56'),
 ('11156', 'st11156', '57'),
 ('11157', 'st11157', '58'),
 ('11158', 'st11158', '59'),
 ('11159', 'st11159', '60'),
 ('11160', 'st11160', '61'),
 ('11161', 'st11161', '62'),
 ('11162', 'st11162', '63'),
 ('11163', 'st11163', '64'),
 ('11164', 'st11164', '65'),
 ('11165', 'st11165', '66'),
 ('11166', 'st11166', '67'),
 ('11167', 'st11167', '68'),
 ('11168', 'st11168', '69'),
 ('11169', 'st11169', '70'),
 ('11170', 'st11170', '71'),
 ('11171', 'st11171', '72'),
 ('11172', 'st11172', '73'),
 ('11173', 'st11173', '74'),
 ('11174', 'st11174', '75'),
 ('11175', 'st11175', '76'),
 ('11176', 'st11176', '77'),
 ('11177', 'st11177', '78'),
 ('11178', 'st11178', '79'),
 ('11179', 'st11179', '80'),
 ('11180', 'st11180', '81'),
 ('11181', 'st11181', '82'),
 ('11182', 'st11182', '83'),
 ('11183', 'st11183', '84'),
 ('11184', 'st11184', '85'),
 ('11185', 'st11185', '86'),
 ('11186', 'st11186', '87'),
 ('11187', 'st11187', '88'),
 ('11188', 'st11188', '89'),
 ('11189', 'st11189', '90'),
 ('11190', 'st11190', '91'),
 ('11191', 'st11191', '92'),
 ('11192', 'st11192', '93'),
 ('11193', 'st11193', '94'),
 ('11194', 'st11194', '95'),
 ('11195', 'st11195', '96'),
 ('11196', 'st11196', '97'),
 ('11197', 'st11197', '98'),
 ('11198', 'st11198', '99'),
 ('11199', 'st11199', '100'),
 ('11200', 'st11200', '1'),
 ('11201', 'st11201', '2'),
 ('11202', 'st11202', '3'),
 ('11203', 'st11203', '4'),
 ('11204', 'st11204', '5'),
 ('11205', 'st11205', '6'),
 ('11206', 'st11206', '7'),
 ('11207', 'st11207', '8'),
 ('11208', 'st11208', '9'),
 ('11209', 'st11209', '10'),
 ('11210', 'st11210', '11'),
 ('11211', 'st11211', '12'),
 ('11212', 'st11212', '13'),
 ('11213', 'st11213', '14'),
 ('11214', 'st11214', '15'),
 ('11215', 'st11215', '16'),
 ('11216', 'st11216', '17'),
 ('11217', 'st11217', '18'),
 ('11218', 'st11218', '19'),
 ('11219', 'st11219', '20'),
 ('11220', 'st11220', '21'),
 ('11221', 'st11221', '22'),
 ('11222', 'st11222', '23'),
 ('11223', 'st11223', '24'),
 ('11224', 'st11224', '25'),
 ('11225', 'st11225', '26'),
 ('11226', 'st11226', '27'),
 ('11227', 'st11227', '28'),
 ('11228', 'st11228', '29'),
 ('11229', 'st11229', '30'),
 ('11230', 'st11230', '31'),
 ('11231', 'st11231', '32'),
 ('11232', 'st11232', '33'),
 ('11233', 'st11233', '34'),
 ('11234', 'st11234', '35'),
 ('11235', 'st11235', '36'),
 ('11236', 'st11236', '37'),
 ('11237', 'st11237', '38'),
 ('11238', 'st11238', '39'),
 ('11239', 'st11239', '40'),
 ('11240', 'st11240', '41'),
 ('11241', 'st11241', '42'),
 ('11242', 'st11242', '43'),
 ('11243', 'st11243', '44'),
 ('11244', 'st11244', '45'),
 ('11245', 'st11245', '46'),
 ('11246', 'st11246', '47'),
 ('11247', 'st11247', '48'),
 ('11248', 'st11248', '49'),
 ('11249', 'st11249', '50'),
 ('11250', 'st11250', '51'),
 ('11251', 'st11251', '52'),
 ('11252', 'st11252', '53'),
 ('11253', 'st11253', '54'),
 ('11254', 'st11254', '55'),
 ('11255', 'st11255', '56'),
 ('11256', 'st11256', '57'),
 ('11257', 'st11257', '58'),
 ('11258', 'st11258', '59'),
 ('11259', 'st11259', '60'),
 ('11260', 'st11260', '61'),
 ('11261', 'st11261', '62'),
 ('11262', 'st11262', '63'),
 ('11263', 'st11263', '64'),
 ('11264', 'st11264', '65'),
 ('11265', 'st11265', '66'),
 ('11266', 'st11266', '67'),
 ('11267', 'st11267', '68'),
 ('11268', 'st11268', '69'),
 ('11269', 'st11269', '70'),
 ('11270', 'st11270', '71'),
 ('11271', 'st11271', '72'),
 ('11272', 'st11272', '73'),
 ('11273', 'st11273', '74'),
 ('11274', 'st11274', '75'),
 ('11275', 'st11275', '76'),
 ('11276', 'st11276', '77'),
 ('11277', 'st11277', '78'),
 ('11278', 'st11278', '79'),
 ('11279', 'st11279', '80'),
 ('11280', 'st11280', '81'),
 ('11281', 'st11281', '82'),
 ('11282', 'st11282', '83'),
 ('11283', 'st11283', '84'),
 ('11284', 'st11284', '85'),
 ('11285', 'st11285', '86'),
 ('11286', 'st11286', '87'),
 ('11287', 'st11287', '88'),
 ('11288', 'st11288', '89'),
 ('11289', 'st11289', '90'),
 ('11290', 'st11290', '91'),
 ('11291', 'st11291', '92'),
 ('11292', 'st11292', '93'),
 ('11293', 'st11293', '94'),
 ('11294', 'st11294', '95'),
 ('11295', 'st11295', '96'),
 ('11296', 'st11296', '97'),
 ('11297', 'st11297', '98'),
 ('11298', 'st11298', '99'),
 ('11299', 'st11299', '100'),
 ('11300', 'st11300', '1'),
 ('11301', 'st11301', '2'),
 ('11302', 'st11302', '3'),
 ('11303', 'st11303', '4'),
 ('11304', 'st11304', '5'),
 ('11305', 'st11305', '6'),
 ('11306', 'st11306', '7'),
 ('11307', 'st11307', '8'),
 ('11308', 'st11308', '9'),
 ('11309', 'st11309', '10'),
 ('11310', 'st11310', '11'),
 ('11311', 'st11311', '12'),
 ('11312', 'st11312', '13'),
 ('11313', 'st11313', '14'),
 ('11314', 'st11314', '15'),
 ('11315', 'st11315', '16'),
 ('11316', 'st11316', '17'),
 ('11317', 'st11317', '18'),
 ('11318', 'st11318', '19'),
 ('11319', 'st11319', '20'),
 ('11320', 'st11320', '21'),
 ('11321', 'st11321', '22'),
 ('11322', 'st11322', '23'),
 ('11323', 'st11323', '24'),
 ('11324', 'st11324', '25'),
 ('11325', 'st11325', '26'),
 ('11326', 'st11326', '27'),
 ('11327', 'st11327', '28'),
 ('11328', 'st11328', '29'),
 ('11329', 'st11329', '30'),
 ('11330', 'st11330', '31'),
 ('11331', 'st11331', '32'),
 ('11332', 'st11332', '33'),
 ('11333', 'st11333', '34'),
 ('11334', 'st11334', '35'),
 ('11335', 'st11335', '36'),
 ('11336', 'st11336', '37'),
 ('11337', 'st11337', '38'),
 ('11338', 'st11338', '39'),
 ('11339', 'st11339', '40'),
 ('11340', 'st11340', '41'),
 ('11341', 'st11341', '42'),
 ('11342', 'st11342', '43'),
 ('11343', 'st11343', '44'),
 ('11344', 'st11344', '45'),
 ('11345', 'st11345', '46'),
 ('11346', 'st11346', '47'),
 ('11347', 'st11347', '48'),
 ('11348', 'st11348', '49'),
 ('11349', 'st11349', '50'),
 ('11350', 'st11350', '51'),
 ('11351', 'st11351', '52'),
 ('11352', 'st11352', '53'),
 ('11353', 'st11353', '54'),
 ('11354', 'st11354', '55'),
 ('11355', 'st11355', '56'),
 ('11356', 'st11356', '57'),
 ('11357', 'st11357', '58'),
 ('11358', 'st11358', '59'),
 ('11359', 'st11359', '60'),
 ('11360', 'st11360', '61'),
 ('11361', 'st11361', '62'),
 ('11362', 'st11362', '63'),
 ('11363', 'st11363', '64'),
 ('11364', 'st11364', '65'),
 ('11365', 'st11365', '66'),
 ('11366', 'st11366', '67'),
 ('11367', 'st11367', '68'),
 ('11368', 'st11368', '69'),
 ('11369', 'st11369', '70'),
 ('11370', 'st11370', '71'),
 ('11371', 'st11371', '72'),
 ('11372', 'st11372', '73'),
 ('11373', 'st11373', '74'),
 ('11374', 'st11374', '75'),
 ('11375', 'st11375', '76'),
 ('11376', 'st11376', '77'),
 ('11377', 'st11377', '78'),
 ('11378', 'st11378', '79'),
 ('11379', 'st11379', '80'),
 ('11380', 'st11380', '81'),
 ('11381', 'st11381', '82'),
 ('11382', 'st11382', '83'),
 ('11383', 'st11383', '84'),
 ('11384', 'st11384', '85'),
 ('11385', 'st11385', '86'),
 ('11386', 'st11386', '87'),
 ('11387', 'st11387', '88'),
 ('11388', 'st11388', '89'),
 ('11389', 'st11389', '90'),
 ('11390', 'st11390', '91'),
 ('11391', 'st11391', '92'),
 ('11392', 'st11392', '93'),
 ('11393', 'st11393', '94'),
 ('11394', 'st11394', '95'),
 ('11395', 'st11395', '96'),
 ('11396', 'st11396', '97'),
 ('11397', 'st11397', '98'),
 ('11398', 'st11398', '99'),
 ('11399', 'st11399', '100'),
 ('11400', 'st11400', '1'),
 ('11401', 'st11401', '2'),
 ('11402', 'st11402', '3'),
 ('11403', 'st11403', '4'),
 ('11404', 'st11404', '5'),
 ('11405', 'st11405', '6'),
 ('11406', 'st11406', '7'),
 ('11407', 'st11407', '8'),
 ('11408', 'st11408', '9'),
 ('11409', 'st11409', '10'),
 ('11410', 'st11410', '11'),
 ('11411', 'st11411', '12'),
 ('11412', 'st11412', '13'),
 ('11413', 'st11413', '14'),
 ('11414', 'st11414', '15'),
 ('11415', 'st11415', '16'),
 ('11416', 'st11416', '17'),
 ('11417', 'st11417', '18'),
 ('11418', 'st11418', '19'),
 ('11419', 'st11419', '20'),
 ('11420', 'st11420', '21'),
 ('11421', 'st11421', '22'),
 ('11422', 'st11422', '23'),
 ('11423', 'st11423', '24'),
 ('11424', 'st11424', '25'),
 ('11425', 'st11425', '26'),
 ('11426', 'st11426', '27'),
 ('11427', 'st11427', '28'),
 ('11428', 'st11428', '29'),
 ('11429', 'st11429', '30'),
 ('11430', 'st11430', '31'),
 ('11431', 'st11431', '32'),
 ('11432', 'st11432', '33'),
 ('11433', 'st11433', '34'),
 ('11434', 'st11434', '35'),
 ('11435', 'st11435', '36'),
 ('11436', 'st11436', '37'),
 ('11437', 'st11437', '38'),
 ('11438', 'st11438', '39'),
 ('11439', 'st11439', '40'),
 ('11440', 'st11440', '41'),
 ('11441', 'st11441', '42'),
 ('11442', 'st11442', '43'),
 ('11443', 'st11443', '44'),
 ('11444', 'st11444', '45'),
 ('11445', 'st11445', '46'),
 ('11446', 'st11446', '47'),
 ('11447', 'st11447', '48'),
 ('11448', 'st11448', '49'),
 ('11449', 'st11449', '50'),
 ('11450', 'st11450', '51'),
 ('11451', 'st11451', '52'),
 ('11452', 'st11452', '53'),
 ('11453', 'st11453', '54'),
 ('11454', 'st11454', '55'),
 ('11455', 'st11455', '56'),
 ('11456', 'st11456', '57'),
 ('11457', 'st11457', '58'),
 ('11458', 'st11458', '59'),
 ('11459', 'st11459', '60'),
 ('11460', 'st11460', '61'),
 ('11461', 'st11461', '62'),
 ('11462', 'st11462', '63'),
 ('11463', 'st11463', '64'),
 ('11464', 'st11464', '65'),
 ('11465', 'st11465', '66'),
 ('11466', 'st11466', '67'),
 ('11467', 'st11467', '68'),
 ('11468', 'st11468', '69'),
 ('11469', 'st11469', '70'),
 ('11470', 'st11470', '71'),
 ('11471', 'st11471', '72'),
 ('11472', 'st11472', '73'),
 ('11473', 'st11473', '74'),
 ('11474', 'st11474', '75'),
 ('11475', 'st11475', '76'),
 ('11476', 'st11476', '77'),
 ('11477', 'st11477', '78'),
 ('11478', 'st11478', '79'),
 ('11479', 'st11479', '80'),
 ('11480', 'st11480', '81'),
 ('11481', 'st11481', '82'),
 ('11482', 'st11482', '83'),
 ('11483', 'st11483', '84'),
 ('11484', 'st11484', '85'),
 ('11485', 'st11485', '86'),
 ('11486', 'st11486', '87'),
 ('11487', 'st11487', '88'),
 ('11488', 'st11488', '89'),
 ('11489', 'st11489', '90'),
 ('11490', 'st11490', '91'),
 ('11491', 'st11491', '92'),
 ('11492', 'st11492', '93'),
 ('11493', 'st11493', '94'),
 ('11494', 'st11494', '95'),
 ('11495', 'st11495', '96'),
 ('11496', 'st11496', '97'),
 ('11497', 'st11497', '98'),
 ('11498', 'st11498', '99'),
 ('11499', 'st11499', '100'),
 ('11500', 'st11500', '1'),
 ('11501', 'st11501', '2'),
 ('11502', 'st11502', '3'),
 ('11503', 'st11503', '4'),
 ('11504', 'st11504', '5'),
 ('11505', 'st11505', '6'),
 ('11506', 'st11506', '7'),
 ('11507', 'st11507', '8'),
 ('11508', 'st11508', '9'),
 ('11509', 'st11509', '10'),
 ('11510', 'st11510', '11'),
 ('11511', 'st11511', '12'),
 ('11512', 'st11512', '13'),
 ('11513', 'st11513', '14'),
 ('11514', 'st11514', '15'),
 ('11515', 'st11515', '16'),
 ('11516', 'st11516', '17'),
 ('11517', 'st11517', '18'),
 ('11518', 'st11518', '19'),
 ('11519', 'st11519', '20'),
 ('11520', 'st11520', '21'),
 ('11521', 'st11521', '22'),
 ('11522', 'st11522', '23'),
 ('11523', 'st11523', '24'),
 ('11524', 'st11524', '25'),
 ('11525', 'st11525', '26'),
 ('11526', 'st11526', '27'),
 ('11527', 'st11527', '28'),
 ('11528', 'st11528', '29'),
 ('11529', 'st11529', '30'),
 ('11530', 'st11530', '31'),
 ('11531', 'st11531', '32'),
 ('11532', 'st11532', '33'),
 ('11533', 'st11533', '34'),
 ('11534', 'st11534', '35'),
 ('11535', 'st11535', '36'),
 ('11536', 'st11536', '37'),
 ('11537', 'st11537', '38'),
 ('11538', 'st11538', '39'),
 ('11539', 'st11539', '40'),
 ('11540', 'st11540', '41'),
 ('11541', 'st11541', '42'),
 ('11542', 'st11542', '43'),
 ('11543', 'st11543', '44'),
 ('11544', 'st11544', '45'),
 ('11545', 'st11545', '46'),
 ('11546', 'st11546', '47'),
 ('11547', 'st11547', '48'),
 ('11548', 'st11548', '49'),
 ('11549', 'st11549', '50'),
 ('11550', 'st11550', '51'),
 ('11551', 'st11551', '52'),
 ('11552', 'st11552', '53'),
 ('11553', 'st11553', '54'),
 ('11554', 'st11554', '55'),
 ('11555', 'st11555', '56'),
 ('11556', 'st11556', '57'),
 ('11557', 'st11557', '58'),
 ('11558', 'st11558', '59'),
 ('11559', 'st11559', '60'),
 ('11560', 'st11560', '61'),
 ('11561', 'st11561', '62'),
 ('11562', 'st11562', '63'),
 ('11563', 'st11563', '64'),
 ('11564', 'st11564', '65'),
 ('11565', 'st11565', '66'),
 ('11566', 'st11566', '67'),
 ('11567', 'st11567', '68'),
 ('11568', 'st11568', '69'),
 ('11569', 'st11569', '70'),
 ('11570', 'st11570', '71'),
 ('11571', 'st11571', '72'),
 ('11572', 'st11572', '73'),
 ('11573', 'st11573', '74'),
 ('11574', 'st11574', '75'),
